is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID;;;
;327;Actor Laurence Fox's Question Time clash over Meghan. The Lewis actor clashed with an audience member over whether press coverage was racist.;BBC News - Entertainment & Arts;Actor Laurence Fox's Question Time clash over Meghan;The Lewis actor clashed with an audience member over whether press coverage was racist.;https://www.bbc.co.uk/news/uk-51145321;(2020, 1, 17);(4, 21, 58);Fri, 17 Jan 2020 04:21:58 GMT;0d82e6e773fa57f76d2ee7fda98ba880;;;
;328;TV host Wendy Williams sorry for mocking Joaquin Phoenix's lip scar. Wendy Williams came under fire for appearing to make fun of actor Joaquin Phoenix's appearance.;BBC News - Entertainment & Arts;TV host Wendy Williams sorry for mocking Joaquin Phoenix's lip scar;Wendy Williams came under fire for appearing to make fun of actor Joaquin Phoenix's appearance.;https://www.bbc.co.uk/news/entertainment-arts-51133234;(2020, 1, 16);(11, 37, 51);Thu, 16 Jan 2020 11:37:51 GMT;5916564b31dcdcc6f0512a5df7335985;;;
;329;Music giant nurtures neurodiverse talent. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;BBC News - Entertainment & Arts;Music giant nurtures neurodiverse talent;Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;https://www.bbc.co.uk/news/uk-51014028;(2020, 1, 17);(0, 7, 9);Fri, 17 Jan 2020 00:07:09 GMT;5c514dce5bf6895ad707c52824644319;;;
;330;James Bond's greatest hits - and biggest misses. Billie Eilish is following in the footsteps of some classic Bond themes (and some stinkers).;BBC News - Entertainment & Arts;James Bond's greatest hits - and biggest misses;Billie Eilish is following in the footsteps of some classic Bond themes (and some stinkers).;https://www.bbc.co.uk/news/entertainment-arts-51118593;(2020, 1, 15);(13, 47, 10);Wed, 15 Jan 2020 13:47:10 GMT;b10e055fbb52bc696883245518c45223;;;
;331;Bombshell: Charlize Theron on 'wrapping her head around' Megyn Kelly. Charlize Theron on becoming Megyn Kelly in the Oscar-nominated Bombshell.;BBC News - Entertainment & Arts;Bombshell: Charlize Theron on 'wrapping her head around' Megyn Kelly;Charlize Theron on becoming Megyn Kelly in the Oscar-nominated Bombshell.;https://www.bbc.co.uk/news/entertainment-arts-51047126;(2020, 1, 15);(0, 51, 1);Wed, 15 Jan 2020 00:51:01 GMT;a25738e32c5924eea20c5579c5493602;;;
;332;Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre'. Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.;BBC News - Entertainment & Arts;Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre';Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.;https://www.bbc.co.uk/news/uk-scotland-south-scotland-51119766;(2020, 1, 16);(0, 22, 45);Thu, 16 Jan 2020 00:22:45 GMT;58dc4344df86106f80f29be7a19c98b0;;;
;333;Brit Awards 2020: Why weren't more women nominated?. After a banner year for women in 2019, this year's Brit Awards are dominated by men. What happened?;BBC News - Entertainment & Arts;Brit Awards 2020: Why weren't more women nominated?;After a banner year for women in 2019, this year's Brit Awards are dominated by men. What happened?;https://www.bbc.co.uk/news/entertainment-arts-51089489;(2020, 1, 14);(1, 45, 47);Tue, 14 Jan 2020 01:45:47 GMT;9bf43569796ebf660d703381cded1000;;;
;334;Love Island winner sets sights on Olympics. From winning Love Island to helping make Irish rugby history, 2019 was a whirlwind year for Greg O'Shea, who now has his sights set on the Olympic Games.;BBC News - Entertainment & Arts;Love Island winner sets sights on Olympics;From winning Love Island to helping make Irish rugby history, 2019 was a whirlwind year for Greg O'Shea, who now has his sights set on the Olympic Games.;https://www.bbc.co.uk/sport/rugby-union/51086059;(2020, 1, 15);(6, 40, 47);Wed, 15 Jan 2020 06:40:47 GMT;da24d26a007e60536aeedca1bf1509fa;;;
;335;Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;BBC News - Entertainment & Arts;Mistaken identity: 'You called the wrong Robert Shapiro...';Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;https://www.bbc.co.uk/news/uk-51142491;(2020, 1, 16);(21, 25, 52);Thu, 16 Jan 2020 21:25:52 GMT;33c983b14bd79e113680dbdda08e0512;;;
;336;David Bowie: Unseen footage released by De Montfort University. The footage shot in 1998 was to create a holographic artwork on David Bowie's album Hours.;BBC News - Entertainment & Arts;David Bowie: Unseen footage released by De Montfort University;The footage shot in 1998 was to create a holographic artwork on David Bowie's album Hours.;https://www.bbc.co.uk/news/uk-england-leicestershire-51125250;(2020, 1, 16);(0, 4, 27);Thu, 16 Jan 2020 00:04:27 GMT;ede253dfb006bab60e741c8b8d5adb23;;;
;337;"Hip-hop artist: 'I'm called Satan when I rap'. ""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.";BBC News - Entertainment & Arts;Hip-hop artist: 'I'm called Satan when I rap';"""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.";https://www.bbc.co.uk/news/world-africa-51128720;(2020, 1, 16);(0, 18, 12);Thu, 16 Jan 2020 00:18:12 GMT;75b6abaf3285758c309e6140facc3971;;;
;338;Oscars 2020: Who's been nominated?. The nominations for this year's Academy Awards have been announced, with Joker leading the pack with 11 nods.;BBC News - Entertainment & Arts;Oscars 2020: Who's been nominated?;The nominations for this year's Academy Awards have been announced, with Joker leading the pack with 11 nods.;https://www.bbc.co.uk/news/entertainment-arts-51100059;(2020, 1, 13);(20, 44, 19);Mon, 13 Jan 2020 20:44:19 GMT;0c3f9beb2b16dca1198d10eaf602e92e;;;
;339;Oscars 2020: Heller and Hanks on A Beautiful Day in the Neighborhood. Tom Hanks is nominated for an Oscar for his latest film but director Marielle Heller has missed out.;BBC News - Entertainment & Arts;Oscars 2020: Heller and Hanks on A Beautiful Day in the Neighborhood;Tom Hanks is nominated for an Oscar for his latest film but director Marielle Heller has missed out.;https://www.bbc.co.uk/news/entertainment-arts-51100519;(2020, 1, 14);(1, 18, 32);Tue, 14 Jan 2020 01:18:32 GMT;83017c7d722b4d0ae79a4905cf1e038f;;;
;340;"Typewriter artist James Cook says 'it's a weird way of having fun'. Artist James Cook uses ""obsolete technology"" to bash out a picture one key at at a time.";BBC News - Entertainment & Arts;Typewriter artist James Cook says 'it's a weird way of having fun';"Artist James Cook uses ""obsolete technology"" to bash out a picture one key at at a time.";https://www.bbc.co.uk/news/uk-england-essex-51094889;(2020, 1, 14);(1, 0, 45);Tue, 14 Jan 2020 01:00:45 GMT;c0b5040cfbbba1c6d24eb87d6029f8a9;;;
